concept_name,score
Dependence on ventilator,27.382490752157832
"Magnetic resonance angiography, chest (excluding myocardium), with or without contrast material(s)",27.382490752157832
"Laryngoscopy, direct, operative, with excision of tumor and/or stripping of vocal cords or epiglottis; with operating microscope or telescope",19.01561857788738
Ventilator associated pneumonia,17.9290118020081
Chronic hypercapnic respiratory failure,17.114056720098645
Chronic respiratory failure,16.733744348540895
Tracheotomy tube change prior to establishment of fistula tract,15.212494862309905
Pneumonia due to Pseudomonas,14.91994688418856
Pressure ulcer,14.261713933415537
"Change Tracheostomy Device in Trachea, External Approach",13.54862823674476
Dependence on respirator,13.039281310551347
Tracheobronchoscopy through established tracheostomy incision,12.965194484923215
"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; autologous",12.67707905192492
Drug-induced hypotension,12.550308261405672
Cardiac magnetic resonance imaging for velocity flow mapping (List separately in addition to code for primary procedure),12.360152075626798
enalapril maleate 1 MG/ML Oral Solution [Epaned],12.360152075626798
10 ML calcium chloride 100 MG/ML Prefilled Syringe,12.287015081096461
"Tracheostomy, planned (separate procedure); younger than 2 years",11.409371146732429
Pressure ulcer stage 2,11.409371146732429
Pneumonia due to methicillin susceptible Staphylococcus aureus,11.409371146732429
dornase alfa 1 MG/ML Inhalation Solution,11.409371146732429
10 ML tranexamic acid 100 MG/ML Injection,11.409371146732429
fiber,11.409371146732429
4 ML norepinephrine 1 MG/ML Injection,11.409371146732427
Tracheostomy present,11.261197495476164
Chronic hypoxemic respiratory failure,10.738231667512874
Blasts/100 leukocytes in Cerebral spinal fluid,10.531727212368397
"Inspection of Trachea, Via Natural or Artificial Opening Endoscopic",10.45859021783806
Acute on chronic hypercapnic respiratory failure,10.431425048441078
Tracheostomy complication,10.268434032059186
Cardiogenic shock,9.731522448683544
Pressure ulcer of sacral region,9.654083278004363
enalapril maleate 1 MG/ML Oral Solution,9.654083278004363
"Bypass Trachea to Cutaneous with Tracheostomy Device, Open Approach",9.607891491985203
Acute tracheitis without obstruction,9.542383140903487
chromous chloride,9.50780928894369
Acute-on-chronic respiratory failure,9.478554491131558
"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences",9.270114056720098
"Change Feeding Device in Lower Intestinal Tract, External Approach",9.270114056720098
Acute on chronic hypoxemic respiratory failure,8.984879778051788
"Kidney function study, non-imaging radioisotopic study",8.96450590100405
bumetanide 0.25 MG/ML Injectable Solution,8.96450590100405
phenobarbital 4 MG/ML Oral Solution,8.692854207034232
Measurement finding outside reference range,8.557028360049323
Thrombosis of vein of lower limb,8.557028360049323
albumin human-kjda 50 MG/ML Injection,8.557028360049323
Delirium,8.451386034616615
Double outlet right ventricle,8.366872174270448
vasopressin (USP) 20 UNT/ML Injectable Solution,8.149550819094593
0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,8.149550819094593
"albumin human, USP 250 MG/ML Injection",7.843942663378544
Anoxic encephalopathy,7.823568786330809
"Stenosis due to any device, implant AND/OR graft",7.606247431154952
Complication of external stoma of gastrointestinal tract,7.606247431154952
"Thrombus due to any device, implant AND/OR graft",7.440894226129846
Congestive heart failure,7.416091245376079
alteplase Injection,7.416091245376079
Hyaline casts [Presence] in Urine by Automated,7.382534271415101
"Transfusion of Nonautologous Platelets into Central Vein, Percutaneous Approach",7.360884610795116
Status epilepticus due to intractable idiopathic generalized epilepsy,7.301997533908755
"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views",7.205918618988902
"Chemodenervation of parotid and submandibular salivary glands, bilateral",7.130856966707769
Drug prophylaxis,7.130856966707769
Cardiac arrest,7.130856966707769
Hepatic failure,7.130856966707769
Disorder of the larynx,7.062944043215313
"50 ML albumin human, USP 250 MG/ML Injection [Alburx]",7.021151474912264
"Insertion of Feeding Device into Jejunum, Percutaneous Approach",6.972393478558707
Refractory idiopathic generalized epilepsy,6.944834611054522
budesonide 0.25 MG/ML Inhalation Suspension [Pulmicort],6.927118196230404
Phenytoin [Mass/volume] in Serum or Plasma,6.905672009864365
"Inspection of Tracheobronchial Tree, Via Natural or Artificial Opening Endoscopic",6.845622688039458
Enterostomy malfunction,6.845622688039458
Heparin unfractionated [Units/volume] in Platelet poor plasma by Chromogenic method,6.845622688039457
"Conversion of gastrostomy tube to gastro-jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report",6.761108827693292
ampicillin 1000 MG / sulbactam 500 MG Injection,6.761108827693292
Neonatal urinary tract infection,6.711394792195547
"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening Endoscopic",6.655466502260583
50 ML potassium chloride 0.4 MEQ/ML Injection,6.6054254007398265
Cortical blindness,6.569031872361096
norepinephrine,6.519640655275674
"Replacement of gastro-jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report",6.482597242461607
Familial dysautonomia,6.448774995979199
phenobarbital 65 MG/ML Injectable Solution,6.448774995979199
vancomycin 500 MG Injection,6.417771270036991
Macrophages/100 leukocytes in Cerebral spinal fluid,6.3892478421701595
"Mechanical chest wall oscillation to facilitate lung function, per session",6.371467004019409
Hypoplastic left heart syndrome,6.33853952596246
sodium chloride 30 MG/ML Inhalation Solution [Nebusal],6.33853952596246
remifentanil 1 MG Injection,6.33853952596246
"Measurement of Cardiac Sampling and Pressure, Bilateral, Percutaneous Approach",6.294825460266168
Ventricular tachycardia,6.256751919175849
valproic acid 50 MG/ML Oral Solution,6.223293352763143
Acute pulmonary edema,6.200745188441537
Congenital hypothyroidism without goiter,6.180076037813399
"Respiratory Ventilation, 24-96 Consecutive Hours",6.1703741916001915
Artificial respiration,6.1121631143209445
Excessive salivation,6.0049321824907524
ipratropium bromide 0.2 MG/ML Inhalation Solution [Atrovent],6.0049321824907524
glycopyrrolate 0.2 MG/ML Oral Solution,6.0049321824907524
egg yolk phospholipids,5.976337267336033
furosemide 20 MG Oral Tablet,5.976337267336033
Activated clotting time (ACT) of Blood by Coagulation assay,5.952715380903877
Mixed acid-base balance disorder,5.932872996300863
Heart failure,5.872470443171104
"Insertion of Monitoring Device into Upper Artery, Percutaneous Approach",5.821107727924709
Shock,5.801375159355473
sodium chloride 30 MG/ML Inhalation Solution,5.787362175878768
Duplex scan of lower extremity arteries or arterial bypass grafts; unilateral or limited study,5.7046855733662145
"Electroencephalogram with video (VEEG), review of data, technical description by EEG technologist, each increment of 12-26 hours; with continuous, real-time monitoring and maintenance",5.7046855733662145
Base excess standard in Arterial blood by calculation,5.7046855733662145
Congenital bronchomalacia,5.7046855733662145
"albumin human, USP 50 MG/ML Injection",5.7046855733662145
sodium bicarbonate 84 MG/ML Injection,5.7046855733662145
"heparin sodium, porcine 2 UNT/ML Injectable Solution",5.7046855733662145
vasopressin (USP),5.7046855733662145
erythromycin ethylsuccinate 40 MG/ML Oral Suspension,5.7046855733662145
50 ML clindamycin 12 MG/ML Injection,5.7046855733662145
"Polysomnography; age 6 years or older, sleep staging with 4 or more additional parameters of sleep, with initiation of continuous positive airway pressure therapy or bilevel ventilation, attended by a technologist",5.704685573366214
Hypervolemia,5.572018467008861
Insertion of non-tunneled centrally inserted central venous catheter; younger than 5 years of age,5.565546900845088
Septic shock,5.5416945569843215
Respiratory failure,5.533300169874526
thrombin alfa 1000 UNT/ML Topical Solution,5.531816313567238
"Laryngoscopy direct, with or without tracheoscopy; diagnostic, with operating microscope or telescope",5.52641414919852
Intellectual functioning disability,5.493400922500799
Congenital stenosis of pulmonary valve,5.493400922500799
"Respiratory Ventilation, Less than 24 Consecutive Hours",5.488051943997877
Hypoxemic respiratory failure,5.476498150431566
"Mixed conductive and sensorineural hearing loss, bilateral",5.476498150431566
PHENobarbital [Mass/volume] in Serum or Plasma,5.466990341142623
acetylcysteine,5.456655765828553
Cardiomyopathy,5.445381683667749
calcium carbonate 250 MG/ML Oral Suspension,5.445381683667749
Perinatal anoxic-ischemic brain injury,5.433033879396395
Acute respiratory distress syndrome,5.433033879396395
Congenital anomaly of tricuspid valve,5.433033879396395
alteplase 1 MG/ML Injectable Solution,5.404438964241677
Neuromuscular scoliosis,5.369115833756437
Opioid dependence,5.369115833756437
vecuronium,5.355419109690732
Acute hypercapnic respiratory failure,5.3436295244189855
"Respiratory Ventilation, Greater than 96 Consecutive Hours",5.324373201808467
Thromboembolism of vein,5.324373201808467
Chemodenervation of one extremity; 1-4 muscle(s),5.324373201808466
"Chemodenervation of one extremity; each additional extremity, 1-4 muscle(s) (List separately in addition to code for primary procedure)",5.324373201808466
cosyntropin,5.324373201808466
furosemide 10 MG/ML Oral Solution,5.302947152706623
sildenafil,5.2972080324114845
Cytomegalovirus infection,5.265863606184198
Profound intellectual disability,5.242143499850035
Acute deep venous thrombosis of femoral vein,5.22929510891903
papaverine,5.22929510891903
"Inspection of Larynx, Via Natural or Artificial Opening Endoscopic",5.221237643419926
Hypothermia not associated with low environmental temperature,5.186077793969287
aspirin 81 MG Chewable Tablet,5.169871300863132
Disorder of autonomic nervous system,5.161382185426575
Invasive Systolic blood pressure,5.152619227556581
Invasive Diastolic blood pressure,5.152619227556581
Hemoptysis,5.152619227556581
Vocal cord paralysis,5.152619227556581
Insertion of non-tunneled centrally inserted central venous catheter; age 5 years or older,5.145402674016586
Bronchiectasis,5.114545686466261
Bacterial infection due to Klebsiella pneumoniae,5.09346926193412
5 ML fentanyl 0.05 MG/ML Injection,5.070831620769969
Congenital anomaly of pulmonary artery,5.070831620769969
Tetralogy of Fallot,5.070831620769969
selenious acid,5.070831620769969
potassium chloride 0.4 MEQ/ML Injection,5.020123304562269
"Carbon dioxide, expired gas determination by infrared analyzer",5.008992210760578
Disorder of upper respiratory system,5.0061526460152495
Disorder of calcium metabolism,4.96059615075323
Central visual impairment,4.96059615075323
Cortical visual impairment,4.96059615075323
"50 ML albumin human, USP 50 MG/ML Injection",4.96059615075323
epinephrine 0.1 MG,4.933782117505915
Bacterial infection due to Pseudomonas,4.889730491456755
Disturbance of salivary secretion,4.889730491456755
Pyruvate [Mass/volume] in Blood,4.827041639002181
Natriuretic peptide B [Mass/volume] in Blood,4.827041639002181
1 ML fentanyl 0.05 MG/ML Injection,4.827041639002181
clonazepam 0.5 MG Oral Tablet,4.827041639002181
chlorothiazide 500 MG Injection,4.803945745992602
"Combined right heart catheterization and retrograde left heart catheterization, for congenital cardiac anomalies",4.784574997016826
gabapentin 50 MG/ML Oral Solution [Neurontin],4.784574997016826
10 ML epinephrine 0.1 MG/ML Prefilled Syringe,4.776015828864737
Disorder of cardiovascular system,4.753904644471845
Pneumonitis due to inhaled substance,4.753904644471845
mesna 100 MG/ML Injectable Solution,4.753904644471845
cisatracurium,4.753904644471845
Low blood pressure,4.748765288099443
calcium gluconate 100 MG/ML Injectable Solution,4.730714865718324
Severe intellectual disability,4.721119095199626
ketamine 100 MG/ML Injectable Solution,4.697976354536882
Acylcarnitine/Carnitine.free (C0) [Molar ratio] in Serum or Plasma,4.656886182339767
Respiratory finding,4.648262319039137
"Monitoring of Arterial Pulse, Peripheral, Percutaneous Approach",4.648262319039137
Pulmonary hypertension,4.63897508163846
Invasive Mean blood pressure,4.631526901148809
Hyperosmolality and or hypernatremia,4.628329804806552
vancomycin 1000 MG Injection,4.618078797486935
LMW Heparin [Units/volume] in Platelet poor plasma by Chromogenic method,4.607630655411173
"Electroencephalogram (EEG), continuous recording, physician or other qualified health care professional review of recorded events, analysis of spike and seizure detection, interpretation and report, 2-12 hours of EEG recording; with video (VEEG)",4.563748458692971
Protein S actual/normal in Platelet poor plasma by Coagulation assay,4.563748458692971
Glucose [Mass/volume] in Body fluid,4.563748458692971
Dependence on wheelchair,4.563748458692971
Nutritional anemia,4.563748458692971
Tetraplegia,4.563748458692971
Seizure disorder,4.563748458692971
chlorothiazide 50 MG/ML Oral Suspension,4.563748458692971
"Ventilation assist and management, initiation of pressure or volume preset ventilators for assisted or controlled breathing; hospital inpatient/observation, each subsequent day",4.51068161615003
phenylephrine hydrochloride 10 MG/ML Injectable Solution,4.503699136868065
Epileptic seizure,4.494600754773381
Idiopathic scoliosis,4.482252950502025
72 HR scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop],4.482252950502025
Anemia of chronic disease,4.474263194797031
"Transfusion of Nonautologous Red Blood Cells into Central Vein, Percutaneous Approach",4.471240043989736
vecuronium bromide 1 MG/ML Injectable Solution,4.464536535677906
Postprocedural respiratory failure,4.436977668173722
iodixanol,4.436977668173722
gabapentin 300 MG Oral Capsule,4.436977668173722
Sepsis,4.428294737316239
100 ML propofol 10 MG/ML Injection [Diprivan],4.416530766477069
Cerebral edema,4.408166124873893
10 ML calcium chloride 100 MG/ML Injection,4.408166124873893
"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Positive Airway Pressure",4.388219671820165
Protein [Presence] in Urine by Automated test strip,4.388219671820165
Conduction disorder of the heart,4.388219671820165
baclofen 10 MG Oral Tablet,4.388219671820165
fosphenytoin,4.388219671820165
"heparin sodium, porcine 10 UNT/ML Injectable Solution",4.378014509792677
Intrinsic PEEP Respiratory system,4.362406614927105
Primary central sleep apnea,4.362406614927105
levetiracetam 100 MG/ML Oral Solution [Keppra],4.3563053469342
Gastrointestinal hemorrhage,4.346427103517116
piperacillin 3000 MG / tazobactam 375 MG Injection,4.346427103517116
phenobarbital,4.335561035758324
BIPAP AndOr CPAP setting Ventilator,4.32769250393299
Erythrocytes [#/volume] in Body fluid by Automated count,4.32769250393299
Diabetes insipidus,4.32769250393299
zinc sulfate,4.317059352817675
citric acid,4.317059352817675
Chronic pulmonary edema,4.305423074238653
Complex partial epileptic seizure,4.297035886431694
Catheter aspiration (separate procedure); nasotracheal,4.278514180024661
"Monitoring of Arterial Pressure, Peripheral, Percutaneous Approach",4.278514180024661
Acute posthemorrhagic anemia,4.278514180024661
onabotulinumtoxinA 100 UNT Injection,4.278514180024661
50 ML magnesium sulfate 40 MG/ML Injection,4.278514180024661
Disorder of bronchus,4.259498561446773
levocarnitine,4.254341783527346
Oxygen [Partial pressure] adjusted to patient's actual temperature in Venous blood,4.245347403435322
Status epilepticus due to refractory epilepsy,4.245347403435322
cisatracurium 2 MG/ML Injectable Solution,4.237766425929188
sodium citrate,4.232508651207191
Hypoxia,4.2304409869906765
cupric chloride,4.225693017308307
phenylephrine Injectable Solution,4.225693017308307
Viral pneumonia,4.216506728140245
10 ML furosemide 10 MG/ML Prefilled Syringe,4.216506728140245
zinc oxide 0.4 MG/MG Topical Ointment,4.216506728140245
"Manipulation chest wall, such as cupping, percussing, and vibration to facilitate lung function; subsequent",4.209282558988663
"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older",4.1911975641057895
Dependence on enabling machine or device,4.189378467940814
polyvinyl alcohol,4.183436087135224
Lactate dehydrogenase 1 [Enzymatic activity/volume] in Serum or Plasma,4.174160175633816
Bradycardia,4.167806811591755
Acute respiratory failure,4.1610647711612385
cefepime 2000 MG Injection,4.158555838528643
"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for supravalvular aortography (List separately in addition to code for primary procedure)",4.148862235175429
"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for pulmonary angiography (List separately in addition to code for primary procedure)",4.148862235175429
sulbactam,4.148862235175429
milrinone,4.148862235175429
petrolatum 0.41 MG/MG Topical Ointment [Aquaphor],4.123869089180396
gadoteridol Injection [Prohance],4.1200506918755995
lorazepam 2 MG/ML Oral Solution,4.1200506918755995
"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)",4.112680297077969
Atelectasis,4.107373612823674
Multisystem inflammatory syndrome (MIS),4.0956716936988204
clobazam,4.09015192052672
Carnitine free (C0) [Moles/volume] in Serum or Plasma,4.082252061674906
racepinephrine 22.5 MG/ML Inhalation Solution,4.063611641301961
potassium chloride 1.33 MEQ/ML Oral Solution,4.060962611548831
Methemoglobin/Hemoglobin.total in Arterial blood,4.053329223181258
Cerebral palsy,4.051926201643293
"Intubation, endotracheal, emergency procedure",4.048486535937314
"Ventilation assist and management, initiation of pressure or volume preset ventilators for assisted or controlled breathing; hospital inpatient/observation, initial day",4.038148214854736
Tidal volume.spontaneous --on ventilator,4.026836875317328
Status epilepticus,4.026836875317327
"500 ML heparin sodium, porcine 2 UNT/ML Injection",3.99327990135635
Sodium [Moles/volume] in Arterial blood,3.9740506241427562
Acylcarnitine [Moles/volume] in Serum or Plasma,3.961587203726538
Carboxyhemoglobin/Hemoglobin.total in Arterial blood,3.9552486642005755
Congenital hydrocephalus,3.949397704638148
ioversol,3.9414191234166576
"Manipulation chest wall, such as cupping, percussing, and vibration to facilitate lung function; initial demonstration and/or evaluation",3.934265912666355
Apnea duration,3.934265912666355
Congenital tracheomalacia,3.934265912666355
Intracranial nontraumatic hemorrhage of fetus and newborn,3.934265912666355
Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Arterial blood,3.927816296416082
